Cell_Num	X	Y	Genenames	CellGeneCount	ClassName	Prob
2741	5713.0	4601.0	['3110035E14Rik', '6330403K07Rik', 'Adgrl2', 'Arpp21', 'Cck', 'Cplx2', 'Cpne5', 'Cxcl14', 'Enc1', 'Fam19a1', 'Gda', 'Lamp5', 'Neurod6', 'Nov', 'Pcp4', 'Pde1a', 'Prkca', 'Rgs4', 'Serpini1', 'Snca', 'Sulf2', 'Wfs1']	[2.0930724844220387, 0.00915868272632363, 0.007511461181670983, 0.9908559219023492, 2.1616582773672555, 1.0921171070019424, 0.9798547651630704, 0.005874972390205107, 0.008005979605561146, 2.868686427622995, 0.9502411953318691, 0.9461197353201004, 7.821602097266603, 0.00495506933157343, 0.9617060876710888, 1.994742367042448, 0.9252393598145331, 0.5087229893833178, 0.010070515869267903, 0.004350887226308638, 0.0027224561987744555, 1.9606940241033226]	['PC.CA1.2', 'PC.CA1.3']	[0.08623176635522509, 0.9128281689701061]
2742	5715.0	3865.0	['Aldoc', 'Cplx2', 'Slc6a1']	[3.9956173044827517, 0.027944228413457152, 0.9966077322980417]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Zero']	[0.17309004404860392, 0.3204239167400967, 0.08487607321626277, 0.2211488874144241, 0.18979042237304178, 0.00979594643436217]
2743	5719.0	4869.0	['Aldoc', 'Cplx2', 'Neurod6', 'Wfs1']	[0.972534721573207, 0.0044066989900759905, 0.014267874391178022, 0.14014195983849623]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.005914613818919498, 0.006758019639962843, 0.0017344558630699616, 0.002371115886131756, 0.008619414467140369, 0.0033126407818655245, 0.004924006218902957, 0.006754090007957799, 0.008259707596693243, 0.006009929827963328, 0.9440273872129739]
2744	5728.0	3708.0	['Aldoc', 'Cplx2', 'Cryab', 'Id2', 'Nrsn1', 'Pde1a', 'Plp1', 'Slc6a1', 'Wfs1']	[1.9977564203507443, 1.0384043775318421, 0.991985677804812, 1.0031255186614927, 0.9651324957064287, 2.9588583445985526, 0.015499723042520855, 0.9913106759690218, 0.8956615626245042]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Vip', 'Calb2.Cryab', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Endo', 'Microglia.1', 'PC.CA1.1', 'PC.CA1.2', 'Pvalb.Tac1.Nr4a2', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.20220379701141458, 0.1525634465959325, 0.26781908625409445, 0.18026466055039783, 0.1161954767426069, 0.0049476107309717994, 0.0038926148529800186, 0.0015112026275452715, 0.0025550015813365972, 0.0013713811595781158, 0.0026402259109561126, 0.0018847417389516565, 0.005101336122100031, 0.0016361475735526534, 0.003515281274356725, 0.0011982533400776351, 0.0013817282572981017, 0.044986588505716074]
2745	5731.0	5171.0	['Cryab', 'Enpp2', 'Id2', 'Plp1']	[4.9968436744212905, 1.9956306334198841, 0.9869545972984785, 14.264484587354612]	['Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.13669043628881258, 0.07107312770530903, 0.12940458794789705, 0.5206109850141479, 0.14188445725407792]
2746	5722.0	3642.0	['Enc1', 'Enpp2', 'Id2', 'Neurod6', 'Plp1']	[0.014999905843195313, 2.9351651111608925, 0.8367689835495843, 0.0021479004961160336, 4.761881158704791]	['Eryth.1', 'Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.001955655813126784, 0.2767392338805165, 0.1761362460980216, 0.024491002877426955, 0.0384590612772198, 0.2654080719475222, 0.21485831343998163]
2747	5727.0	3611.0	['Cryab', 'Cux2', 'Enc1', 'Enpp2', 'Nr4a2', 'Plp1', 'Sema3c']	[0.0019337765267813088, 0.00203283372586532, 1.9457245378761612, 0.38770778803659367, 0.991344086323321, 0.008863717423951444, 0.9680868537101907]	['Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Vsmc', 'Zero']	[0.0010700947032694997, 0.013322580522980564, 0.005387329281702404, 0.0016543507169019796, 0.007981162833071228, 0.009697933155271043, 0.0014650814422913138, 0.013471146548501635, 0.9420093002150893]
2748	5738.0	3323.0	['Cplx2', 'Cryab', 'Id2']	[0.9756153600222928, 1.9981887979769632, 4.082691134838727]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Cacna2d1.Ndnf.Cxcl14', 'Cacna2d1.Ndnf.Rgs10', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cryab', 'Choroid', 'Endo', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.04204399325867496, 0.0892689152195554, 0.5529302845319195, 0.11437637248596506, 0.02587921830560286, 0.0039848273112948664, 0.0013989113643759752, 0.0016813010501056324, 0.01096916767232113, 0.005390688811137933, 0.051694848623673156, 0.029073287558806612, 0.004139451511622535, 0.00501711714479878, 0.05967135639384313]
2749	5743.0	4498.0	['3110035E14Rik', 'Adgrl2', 'Aldoc', 'Arpp21', 'Cadps2', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Gad1', 'Htr3a', 'Kctd12', 'Neurod6', 'Nrn1', 'Nrsn1', 'Pcp4', 'Pde1a', 'Penk', 'Prkca', 'Pthlh', 'Pvalb', 'Rgs4', 'Slc6a1', 'Snca', 'Wfs1', 'Zcchc12']	[1.8662834973581663, 0.996366643856508, 0.9735095968724455, 1.9939068092744852, 1.995055079287518, 0.9826506987615496, 1.9102145725297428, 0.016776816085077334, 0.7116416359051743, 0.8379952292592473, 0.0014892183749705237, 0.7139389250119468, 0.9825090625763534, 7.463849108009832, 0.8989175590288601, 0.5506828712835596, 0.20089405328911938, 2.0039602484752064, 0.994235610719842, 1.8707843679699445, 0.14474310906731447, 1.3735054581121193, 0.9956334032405408, 0.013826210848201546, 0.37278532205769566, 2.8617150596880716, 0.0010778396467905028]	['PC.CA1.2', 'PC.CA1.3']	[0.03586013129351262, 0.963325132372608]
2750	5741.0	4556.0	['3110035E14Rik', 'Adgrl2', 'Cck', 'Cnr1', 'Cplx2', 'Enc1', 'Fam19a1', 'Gad1', 'Gda', 'Id2', 'Neurod6', 'Pde1a', 'Prkca', 'Pvalb', 'Rgs4', 'Slc6a1', 'Snca', 'Wfs1', 'Yjefn3']	[4.089280451749298, 0.5406010451871267, 0.0058154794971867025, 0.15620179665145412, 3.0738563418559712, 1.0084444687985987, 0.0023833261546379737, 1.572869069641683, 0.0015628043894386219, 0.010905193189391248, 8.46515103710569, 1.0075324924762041, 3.1485459268746308, 1.7450204116314505, 0.19788257756062513, 0.15792033268351705, 0.15209427104610346, 5.288151726616781, 0.9896730276580766]	['PC.CA1.2', 'PC.CA1.3']	[0.010466248538087515, 0.9895100506566763]
2751	5752.0	4612.0	['3110035E14Rik', 'Arpp21', 'Cadps2', 'Cck', 'Cplx2', 'Cxcl14', 'Enc1', 'Fam19a1', 'Id2', 'Neurod6', 'Npy', 'Nrn1', 'Pcp4', 'Pde1a', 'Prkca', 'Reln', 'Rgs4', 'Satb1', 'Sulf2', 'Wfs1']	[2.0096711653746984, 0.03464315368492034, 0.9903318018625602, 0.003525547240298543, 0.03176153137817116, 1.9370381532075447, 1.9923203234821416, 1.0560408235844416, 0.796460683026279, 8.998572813898175, 0.0014371916627989758, 0.00807859499566854, 0.02615425656599634, 1.9513207351349982, 1.981449296386504, 0.9855070717002004, 2.0120017254749647, 0.13703096271961246, 0.45177506432110925, 3.4192059439404634]	['PC.CA1.2', 'PC.CA1.3']	[0.09032203097727882, 0.9095736005352835]
2752	5735.0	3592.0	['Aldoc', 'Cryab', 'Enc1', 'Nr4a2', 'Sema3c']	[0.03611416848467237, 0.016868160592065945, 0.008451783176331528, 0.001763995349534569, 0.024654764625733013]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0019485687553207896, 0.0018466868834740061, 0.0024675753149942803, 0.005638769600103292, 0.00720467080423322, 0.008473561430369337, 0.009760679270844265, 0.008132800057574333, 0.9484344344230431]
2753	5748.0	4712.0	['3110035E14Rik', '6330403K07Rik', 'Aldoc', 'Cadps2', 'Cck', 'Col25a1', 'Cplx2', 'Enc1', 'Id2', 'Neurod6', 'Nr4a2', 'Pcp4', 'Pde1a', 'Reln', 'Scg2', 'Snca', 'Sulf2', 'Wfs1']	[1.0100169843059827, 0.9982651098614262, 0.13877987089403038, 0.002179711356996546, 1.9661137648037597, 0.9827351431062401, 1.0332419188047437, 0.9414287535660534, 1.0467317646902268, 4.994705206739436, 0.9960738690464566, 0.0489152725372508, 1.988630563583514, 0.10105270398125252, 0.026062224262252985, 0.5453050935000824, 0.9960566649170128, 0.9934482529582205]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.01142282117896094, 0.6126515623849385, 0.36425354912510777, 0.008814447233931351, 0.0028573286213064908]
2754	5752.0	3622.0	['Cplx2', 'Cryab', 'Cux2', 'Enc1', 'Enpp2', 'Plp1', 'Prkca']	[0.4883528024517826, 3.8423384211966587, 1.988921190949752, 0.0021938657002487814, 4.6318483684832, 5.219626790257837, 0.12878210056816122]	['Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.26955008988374285, 0.1862996669990439, 0.15478246855309405, 0.35068900310352924, 0.03824336167675788]
2755	5747.0	5126.0	['Aldoc', 'Hapln1', 'Id2', 'Plp1']	[0.003774282715882199, 0.9911286755561263, 1.9917933879091865, 1.0927250633871826]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.011273133438287102, 0.01684917428875076, 0.009720541042226184, 0.012002233594518744, 0.016442535317343195, 0.04003908273998505, 0.019946581965710766, 0.005583769986910886, 0.08656584718802947, 0.03401992099608887, 0.017863244046918005, 0.7285181627184032]
2756	5749.0	3860.0	['3110035E14Rik']	[0.27314387200630363]	['Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.003404722528018836, 0.005274822019221363, 0.006620717731266569, 0.008300490813936506, 0.006188686770390226, 0.9667738705820059]
2757	5754.0	4673.0	['3110035E14Rik', 'Aldoc', 'Cadps2', 'Col25a1', 'Cplx2', 'Enpp2', 'Id2', 'Neurod6', 'Pde1a', 'Prkca', 'Rab3c', 'Reln', 'Rgs4', 'Scg2', 'Wfs1']	[0.051054007569165366, 0.0014536424991381, 0.7726479564449782, 0.6620562846421171, 2.014130817254894, 1.9908315873255393, 0.9871364950733095, 6.0871234517835155, 2.0520254817062513, 0.22461286203685307, 0.001276547411282323, 0.45559568454847216, 0.0012528427558798668, 0.9955705888720354, 1.7310464154850158]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3']	[0.05205281234871, 0.5348980618068995, 0.4114691402690978]
2758	5755.0	4379.0	['Aldoc', 'Cplx2', 'Enc1', 'Gad1', 'Id2', 'Pde1a', 'Pvalb', 'Satb1']	[0.9945425916229593, 0.480033517646015, 0.9911317726899022, 0.9766054294212265, 0.6903104853555672, 0.9624822258999435, 0.986796871696542, 0.18855560889468537]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Pvalb.Tac1.Nr4a2', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.022326270291981847, 0.019988964750633012, 0.014708913533932288, 0.010467522228516865, 0.020440495193941057, 0.006439597987535924, 0.0025506514409162724, 0.0043442004916188996, 0.003390098687186194, 0.0017939492837701768, 0.011870264875180246, 0.004764377777091672, 0.001413485339608069, 0.013676024181596138, 0.011901984198955566, 0.0020360985477372393, 0.014552814882262942, 0.0017755459707418592, 0.011659700376389675, 0.8169972008735141]
2759	5758.0	3293.0	['6330403K07Rik', 'Aldoc', 'Cplx2', 'Enc1', 'Id2', 'Ndnf']	[0.9962687946639819, 5.128915249620455, 1.0306397523990432, 0.012994872695347395, 2.1954821577216, 0.022202233216036794]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5']	[0.09039122265124526, 0.17229195779339176, 0.4854708302271239, 0.19001876057078024, 0.06179424869249591]
2760	5762.0	5265.0	['6330403K07Rik', 'Cnr1', 'Gad1', 'Nrsn1', 'Pde1a', 'Satb1', 'Trp53i11']	[1.9956893308736627, 0.9918734912354198, 7.0041335233400694, 0.9975333758642134, 0.09976517246598457, 0.9709042737584568, 0.9905041729241548]	['Cacna2d1.Ndnf.Rgs10', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Cryab', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Pvalb.Tac1.Nr4a2', 'Pvalb.Tac1.Syt2', 'Sst.Erbb4.Crh', 'Sst.Erbb4.Th', 'Vip.Crh.C1ql1']	[0.0017176372373857293, 0.20937487138489705, 0.02617489350556149, 0.060196484924541264, 0.007388698727933396, 0.004025081352091453, 0.01188230817718555, 0.010082147194700212, 0.6213405986458772, 0.016549695633631598, 0.002267141416865233, 0.01595049260115055, 0.006639547458323933]
2761	5770.0	4576.0	['3110035E14Rik', 'Adgrl2', 'Arpp21', 'Cck', 'Crym', 'Cxcl14', 'Enc1', 'Fam19a1', 'Htr3a', 'Id2', 'Lamp5', 'Neurod6', 'Npy', 'Nrn1', 'Ntng1', 'Pcp4', 'Pde1a', 'Prkca', 'Reln', 'Serpini1', 'Wfs1', 'Zcchc12']	[0.9996307343996889, 1.010049778129524, 1.1153927826854393, 0.9147888996347557, 2.9440148078135335, 0.9529839433923194, 2.1141143263920306, 0.9979712894675851, 1.1005617610222884, 0.0010644242483176189, 0.008606220641356271, 5.888758936883057, 1.9813536488717975, 0.9858658455074456, 1.991077499126338, 0.9421988690805159, 0.017032181964316224, 0.8797309784869346, 0.0013202058442678595, 0.9947470784656917, 4.724983089756775, 0.9744498740874303]	['PC.CA1.2', 'PC.CA1.3']	[0.12072770653740471, 0.8779895794013536]
2762	5766.0	4300.0	['Pvalb']	[0.02710635540552901]	['Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.003357605139863654, 0.005228328988768649, 0.006573826061300667, 0.008266514050193763, 0.0060423024204582605, 0.9672615101321127]
2763	5771.0	4642.0	['3110035E14Rik', 'Cadps2', 'Cck', 'Col25a1', 'Cplx2', 'Enc1', 'Fam19a1', 'Id2', 'Neurod6', 'Pde1a', 'Prkca', 'Rab3c', 'Reln', 'Rgs4', 'Satb1', 'Scg2', 'Sulf2', 'Wfs1']	[3.99456342293411, 0.993353432729007, 2.014609930662446, 0.0014801425434208919, 2.9621015969959905, 0.9965566836937315, 2.4235801885224424, 0.024343926726029606, 10.588211527493943, 2.564675199482873, 1.0389708032231557, 0.9961113197021005, 0.8987032974924067, 1.2761568023729644, 0.1772310313524825, 0.03800554593536488, 0.025664358969567532, 1.5164574176378143]	['PC.CA1.2', 'PC.CA1.3']	[0.006582835304606299, 0.9929004692355209]
2764	5777.0	4540.0	['3110035E14Rik', 'Adgrl2', 'Arpp21', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Id2', 'Kctd12', 'Lamp5', 'Neurod6', 'Nrsn1', 'Pde1a', 'Prkca', 'Rgs12', 'Snca', 'Sulf2', 'Wfs1', 'Zcchc12']	[0.03177359784941358, 0.015277509233005224, 1.9986473096189374, 0.9306281339583874, 1.1251049809487723, 0.7641788406812157, 1.8453897416639382, 1.0182858900065053, 0.9910742143354963, 0.006969977635142969, 0.9792291855062335, 9.976289030285864, 0.05603914630227302, 2.7981314621015514, 0.39623875569781686, 0.9939162855568101, 0.027587048435879915, 0.9953736216560007, 1.7311130561751613, 0.007768313198759607]	['PC.CA1.2', 'PC.CA1.3']	[0.09759021816711133, 0.9014670954128715]
2765	5783.0	5312.0	['Aldoc', 'Gad1']	[0.942171936986739, 0.9926822779385414]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.005985035065726242, 0.006065895811700976, 0.001961540849917193, 0.0022401787805523786, 0.007917376420485683, 0.003404048071376986, 0.004824194537213082, 0.006539322245160606, 0.00825945759737601, 0.00693320434736281, 0.9419110271293742]
2766	5777.0	3695.0	['Cplx2', 'Id2', 'Ndnf', 'Rgs12']	[0.6170167597088603, 0.0011570526794431166, 0.0423998282318091, 0.9929673853130244]	['Astro.1', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0011324705269210881, 0.0014123906821043818, 0.005714081118545034, 0.005970702698254606, 0.00649306393053309, 0.008593418303392867, 0.00883379259470575, 0.9582112009092058]
2767	5780.0	4167.0	['Aldoc', 'Cck', 'Crym', 'Enc1', 'Hapln1', 'Id2', 'Pcp4', 'Prkca', 'Rorb', 'Slc6a1']	[1.075079896136915, 0.0011216100168994867, 0.0027835826990846614, 0.005744798885684135, 0.90430646898969, 1.1360009558448376, 0.08858739237836366, 1.720816195733399, 0.8438015482678372, 0.9959871211047655]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.06509607103595381, 0.12762448587391328, 0.11727147649658627, 0.11043653744236434, 0.12611150279541514, 0.0014896089694620093, 0.0025527975414774678, 0.0021337917318024835, 0.0013463951187864117, 0.005866279904232087, 0.0020824966224041626, 0.01978192542709899, 0.013325453171928004, 0.0020706119242196804, 0.0036268489374887214, 0.395539332611713]
2768	5781.0	5120.0	['Aldoc', 'Cryab', 'Enpp2', 'Nrsn1', 'Plp1', 'Snca']	[0.9742858965380493, 0.9988668294237223, 1.9964154343817775, 0.025185438790467047, 8.066465246153504, 0.08472543818245011]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.23205117150980836, 0.19301884985727824, 0.013631549703511492, 0.032471768986034606, 0.26971920093950325, 0.25909121376540106]
2769	5789.0	3286.0	['6330403K07Rik', 'Aldoc', 'Cryab', 'Enc1', 'Gad1', 'Id2', 'Ndnf', 'Wfs1']	[0.8946983858027443, 3.7564957769344516, 0.6925038876554777, 0.9680793292639654, 0.0971120964714948, 2.349039728137169, 0.9635975185229912, 0.003947316185656027]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5']	[0.06464713537493662, 0.18579629813127377, 0.5019306627746123, 0.18297711729351518, 0.06414922975080035]
2770	5785.0	3460.0	['Aldoc', 'Cplx2', 'Kctd12', 'Neurod6', 'Wfs1']	[0.025278421636428967, 0.19490467635921732, 0.9637030202376092, 2.9758843455602317, 4.636749264003016]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'Zero']	[0.8495938435144149, 0.10204594517525625, 0.02499939935268385, 0.021962199610814245]
2771	5789.0	5004.0	['Aldoc', 'Col25a1', 'Crhbp', 'Cxcl14', 'Enc1', 'Gad1', 'Htr3a', 'Id2', 'Npy', 'Nrsn1', 'Rbp4', 'Reln', 'Satb1', 'Serpini1', 'Sst']	[0.9597248558474183, 0.9942135556712622, 0.9973440589259568, 1.5177235312406043, 0.9334966607404245, 4.994942607161084, 0.989196721788897, 0.9885099616886545, 10.974324510369149, 0.9985352615710961, 0.9968688711116864, 1.9956406257389563, 0.984211086759869, 0.9957052442983764, 27.36504774503161]	['Sst.Cryab', 'Sst.Erbb4.Rgs10', 'Sst.Npy.Cort', 'Sst.Npy.Mgat4c', 'Sst.Npy.Serpine2', 'Sst.Npy.Zbtb20']	[0.0026256550600330885, 0.015678498644150687, 0.19736998657995386, 0.021274779995842333, 0.5858480950166927, 0.17706896362699906]
2772	5827.0	5265.0	['3110035E14Rik', '6330403K07Rik', 'Cdh13', 'Cryab', 'Gad1', 'Id2', 'Npy', 'Plp1', 'Rgs4', 'Slc6a1', 'Trp53i11']	[0.7620971928004687, 0.9801356487877053, 0.3575769722450984, 0.7186305603838747, 9.902609004291627, 0.932530852852315, 0.9987826705439492, 0.0026990923692789817, 0.005615336742417825, 1.988479834273217, 1.877888076562782]	['Cacna2d1.Lhx6.Reln', 'Cacna2d1.Lhx6.Vwa5a', 'Cacna2d1.Ndnf.Cxcl14', 'Cacna2d1.Ndnf.Npy', 'Cacna2d1.Ndnf.Rgs10', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Cryab', 'Cck.Sema5a', 'Ntng1.Chrm2', 'Ntng1.Rgs10', 'Pvalb.C1ql1.Cpne5', 'Pvalb.C1ql1.Npy', 'Pvalb.C1ql1.Pvalb', 'Pvalb.Tac1.Akr1c18', 'Pvalb.Tac1.Nr4a2', 'Pvalb.Tac1.Sst', 'Pvalb.Tac1.Syt2', 'Sst.Erbb4.Rgs10']	[0.0556704844251972, 0.006354282298819072, 0.014129276302416088, 0.01862469427691643, 0.7775331587261315, 0.017664616244396327, 0.0010430938681644168, 0.0020503684745635594, 0.0016087839758547314, 0.0011601354506705446, 0.0019375735399839208, 0.0070336466647326346, 0.003476840698726082, 0.038633170215795244, 0.0017921519758898816, 0.003655558523202056, 0.022629832585839386, 0.0014190118928683688, 0.01744901060178988, 0.0034903988366074223]
2773	5804.0	4594.0	['3110035E14Rik', 'Arpp21', 'Cck', 'Crym', 'Cxcl14', 'Enc1', 'Fam19a1', 'Gad1', 'Gda', 'Htr3a', 'Id2', 'Kit', 'Neurod6', 'Npy', 'Pde1a', 'Penk', 'Plp1', 'Prkca', 'Rgs4', 'Scg2', 'Serpini1', 'Snca', 'Sulf2', 'Wfs1', 'Zcchc12']	[1.9916018444876933, 2.0127846624164287, 1.7648218048700495, 2.119981129244091, 0.021142016485647674, 2.8009764528482983, 0.048734005565969025, 0.0011319263377690585, 0.9801252343388634, 0.8283768860595924, 0.9801980113200355, 0.9125961266275543, 6.457210026518436, 0.8341961321276328, 3.090821536077562, 0.9913166249190994, 0.997815259673816, 4.042799240038396, 0.9215087573168657, 0.008931193204587443, 0.5644988488706577, 0.9867657814935173, 0.04375677773474006, 6.069014272437903, 0.0013003032679149993]	['PC.CA1.2', 'PC.CA1.3']	[0.004883929089219997, 0.9950513268191581]
2774	5795.0	4299.0	['Enc1', 'Nrsn1']	[0.9920592476699648, 0.09867445186361012]	['Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0010597945865991841, 0.005600027030806412, 0.005473847833468373, 0.007457940608691846, 0.009151327337670573, 0.00799848233631371, 0.9592643501623244]
2775	5792.0	3747.0	['Cplx2', 'Cxcl14', 'Rorb']	[1.1747531613986508, 0.006644705887378588, 4.9756179776585485]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.01440527738880805, 0.004795581220878856, 0.008816521810520823, 0.005202043495492907, 0.005799541965982254, 0.004636272065110395, 0.007142083387674506, 0.006870014116316688, 0.008945783706807537, 0.007634901077956471, 0.9207031308574399]
2776	5801.0	3596.0	['3110035E14Rik', 'Aldoc', 'Cplx2', 'Cryab', 'Enc1', 'Enpp2', 'Id2', 'Plp1', 'Prkca']	[0.03140361763655647, 0.008135820859139605, 0.9861055359205874, 4.99759170102635, 0.988957242879828, 0.9973159546104304, 0.9868565318995078, 9.99680509950331, 0.8675230090860119]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.003879637527720985, 0.050779665182357644, 0.051542285933630014, 0.11407587834223847, 0.44610194732067004, 0.3336205844236035]
2777	5800.0	3717.0	['6330403K07Rik', 'Cplx2', 'Cxcl14', 'Id2', 'Ndnf', 'Rorb', 'Slc6a1']	[0.9967896027057183, 0.06394033825116101, 0.9882560643094701, 2.9863104896860837, 0.0037092586616026416, 0.010297083215158268, 0.99315029438071]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Cacna2d1.Ndnf.Cxcl14', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cryab', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.0491436505650486, 0.15638793408618964, 0.3026431315659104, 0.1264827813333361, 0.026981306919849155, 0.0011462948884176747, 0.004301200794921786, 0.002272611707477242, 0.004206717805693246, 0.014428557662377118, 0.0013783252542193078, 0.03229751927114701, 0.008845048749868193, 0.0029093357523738653, 0.0035685354485967503, 0.25935235488132186]
2778	5800.0	4649.0	['3110035E14Rik', 'Cadps2', 'Cck', 'Cplx2', 'Cxcl14', 'Enc1', 'Fam19a1', 'Gad1', 'Id2', 'Lamp5', 'Neurod6', 'Npy', 'Nrn1', 'Pcp4', 'Pde1a', 'Prkca', 'Rgs4', 'Satb1', 'Scg2', 'Serpini1', 'Snca', 'Sulf2', 'Wfs1']	[0.9974499915914151, 0.002895132763724348, 0.04519387165692062, 1.9773146921642617, 0.8325530568404471, 0.028759910281458752, 0.15156842468252626, 0.5412973087784797, 0.15940260347015622, 0.8676743238061321, 6.031432083378575, 0.37991348189945934, 0.9301311155612073, 0.9886875976452509, 0.007123415738714832, 1.3635701738689179, 0.6786997665746978, 0.9868551627728793, 3.4498079561346175, 0.004105717613910376, 0.9961413902845734, 0.4078508658918565, 1.342482089970256]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.002843774067583931, 0.07446602909206099, 0.8942355066906382, 0.004484908374173183, 0.023967395489552838]
