Cell_Num	X	Y	Genenames	CellGeneCount	ClassName	Prob
2706	5632.0	4688.0	['3110035E14Rik', 'Adgrl2', 'Cck', 'Cplx2', 'Cpne5', 'Crym', 'Enc1', 'Gad1', 'Kit', 'Neurod6', 'Nrn1', 'Nrsn1', 'Pde1a', 'Penk', 'Prkca', 'Reln', 'Rgs4', 'Rorb', 'Sema3c', 'Serpini1', 'Slc6a1', 'Snca', 'Wfs1', 'Zcchc12']	[0.12836840730963808, 0.002807166393538068, 1.0015953730087812, 0.997823670728196, 0.014897160748311785, 1.9904361994528128, 1.2947590622202116, 0.4036802187027375, 1.6773972696621882, 6.137694717727413, 1.1058725991454976, 1.9965602241227725, 1.0116474686278407, 0.003063586737112742, 2.2866156015347063, 0.9778630195989534, 2.0386502762788745, 0.9370338730290437, 0.7475132930805305, 0.4466322691823947, 0.9967620779194015, 0.10725652684160922, 3.533309143741079, 0.982266331886363]	['PC.CA1.2', 'PC.CA1.3']	[0.11895418455754145, 0.8805478935097314]
2707	5653.0	5288.0	['6330403K07Rik', 'Aldoc', 'Cdh13', 'Cplx2', 'Cryab', 'Cxcl14', 'Enpp2', 'Gad1', 'Npy', 'Plp1', 'Prkca', 'Rgs4', 'Slc6a1', 'Sulf2']	[0.6540241162083388, 0.574365716062412, 0.8765072279695463, 0.9932115580540803, 3.0526241212851333, 0.9778812480689266, 2.8669561668907013, 0.7897125275650326, 1.5165327860984013, 21.287013897988814, 0.9884337001825201, 0.009395590599905227, 0.9920998670732619, 0.9006948995694939]	['Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.2886565558481993, 0.08230685675755406, 0.11488623554491958, 0.24698885048023228, 0.2669941186889776]
2708	5627.0	4234.0	['Cplx2', 'Wfs1']	[1.196232695681116, 1.0567167197850784]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Vsmc', 'Zero']	[0.002307556271887527, 0.0011254124621756466, 0.00224492887997814, 0.004999092518322078, 0.0067984056892953625, 0.007180606368488383, 0.00890118761894264, 0.0036558975643809365, 0.007082951568535097, 0.9521099501462752]
2709	5624.0	4871.0	['6330403K07Rik', 'Cplx2', 'Neurod6', 'Prkca', 'Pvalb', 'Wfs1']	[0.9936244387832481, 0.8641744696521794, 0.003437418306380857, 0.8939515733013992, 0.0036421963928658734, 0.009913474599415809]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.004556026497767051, 0.0024468376222472137, 0.003959564469619485, 0.0014795695122440638, 0.007074117761629351, 0.0025978241446549264, 0.002687376284572633, 0.002816763384460197, 0.005843106800416842, 0.0035950629189160418, 0.003762795743497004, 0.005623072605369286, 0.00695320187820404, 0.010086342466223275, 0.012439667946239212, 0.0039580676197321415, 0.0030951680739231455, 0.007740080122643538, 0.9063837673011615]
2710	5631.0	3844.0	['Cryab', 'Gad1']	[0.9863398970560386, 0.0015961204398596206]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.001519516885759317, 0.0014118203801685462, 0.002240715336017985, 0.007454202600902074, 0.0053211345311822015, 0.0010533854255465852, 0.0076416371947222875, 0.008731467253634138, 0.011743662289420115, 0.9504937071432138]
2711	5634.0	4817.0	['3110035E14Rik', 'Arpp21', 'Bcl11b', 'Cplx2', 'Enc1', 'Fam19a1', 'Id2', 'Neurod6', 'Nrsn1', 'Pde1a', 'Prkca', 'Satb1', 'Serpini1', 'Wfs1']	[3.98383938412187, 0.007960658978668721, 0.8195502414945529, 0.045999282027036785, 0.9983962791807116, 0.9976269377448087, 0.06006272336033304, 4.841082899895095, 0.005492205729346914, 1.99541264353656, 3.917086314105941, 0.6791215561431326, 0.9964650581166163, 1.031817351569679]	['PC.CA1.2', 'PC.CA1.3']	[0.13698354705247015, 0.8614294394423758]
2712	5635.0	5160.0	['Cryab', 'Satb1']	[1.2194849150319593, 0.9920480386474007]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0017942818265305762, 0.0015811071781299077, 0.002736008750526117, 0.008934426823006795, 0.005008283291101746, 0.0013766372434372315, 0.00799956422445389, 0.008844489218851398, 0.01624892102374534, 0.9423259720297926]
2713	5639.0	3656.0	['Cplx2', 'Cryab', 'Enpp2', 'Plp1', 'Rgs12', 'Sst', 'Wfs1']	[0.010990503410158517, 0.9983475025409172, 1.9941745083970421, 4.191119682271623, 0.994981433940086, 0.08091983583045499, 0.0033973574874167217]	['Endo', 'Eryth.1', 'Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5', 'Vsmc', 'Zero']	[0.0017334736316098104, 0.0050634415811991644, 0.4419934134133148, 0.07421023136031556, 0.007737488645171026, 0.02377696925535538, 0.22524723919227174, 0.21544050637028428, 0.0012375644822427631, 0.0014907439244987227]
2714	5637.0	3393.0	['3110035E14Rik', 'Aldoc', 'Cplx2', 'Ndnf', 'Npy', 'Pde1a', 'Reln', 'Sulf2']	[1.7683766939604406, 0.0025281165473930757, 0.9015053443583969, 0.0059124818476679, 0.0040278210435697424, 1.0193082110760352, 0.0019936797947541, 0.9810648953788409]	['Astro.1', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'PC.CA1.2', 'Vsmc', 'Zero']	[0.001710361941719743, 0.0016743324168350764, 0.004780819976476887, 0.006480832326066951, 0.008340101398308179, 0.009101033829095587, 0.008114521513191942, 0.001867402501087943, 0.008506574478738768, 0.9446824942509895]
2715	5647.0	4725.0	['3110035E14Rik', 'Adgrl2', 'Arpp21', 'Cck', 'Cnr1', 'Cplx2', 'Cpne5', 'Fam19a1', 'Gad1', 'Neurod6', 'Nrn1', 'Nrsn1', 'Pcp4', 'Pde1a', 'Prkca', 'Pvalb', 'Rgs4', 'Slc6a1', 'Snca', 'Sulf2', 'Wfs1']	[0.7462308081971109, 0.9879639889033223, 1.5489239413353606, 0.9958234038766526, 0.003033375707978497, 0.9965617333083977, 0.9966780478020053, 1.9961362378992882, 0.24155345244677623, 3.460880574049152, 0.9979187956413288, 2.009269833456316, 0.025545277883790265, 1.5598423607372416, 7.393052616683914, 0.010548978905854264, 1.609359936812402, 0.7481898011397332, 0.924507324605244, 0.00102625027165485, 2.012070067223419]	['PC.CA1.2', 'PC.CA1.3']	[0.024570260590063925, 0.9748523719986784]
2716	5645.0	4004.0	['3110035E14Rik', 'Aldoc', 'Id2', 'Npy', 'Nrsn1', 'Pcp4', 'Prkca']	[0.06122952996939715, 0.004217123894961043, 0.9948705283493146, 0.9640853074025014, 0.907737499131897, 0.0012779378843476897, 0.9941086360954519]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.00299001901561031, 0.0037626796941973386, 0.002574406625325408, 0.0015112743534302395, 0.005293818122081367, 0.0010009016095102888, 0.01030525478996154, 0.004568452119032107, 0.031033131138205754, 0.020062589273436838, 0.008241841922613397, 0.9042382641891039]
2717	5649.0	3508.0	['6330403K07Rik', 'Aldoc', 'Cplx2', 'Id2', 'Nrsn1', 'Pcp4', 'Plp1', 'Rgs12']	[0.9965314202609749, 1.8855218247936971, 1.4384829455801549, 0.9906880035752469, 0.9591269060734777, 0.29110227010247963, 0.02123294393169218, 1.9872791130816827]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Cryab', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Microglia.1', 'Microglia.2', 'Pvalb.Tac1.Nr4a2', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.22634239460271305, 0.0803137638110749, 0.3052172412963308, 0.07273936723541502, 0.13699854184165372, 0.01046623030491285, 0.009189411639933863, 0.012644873307594846, 0.00158900064390313, 0.0075502019686329355, 0.02658935385486312, 0.007070002910310568, 0.002709864268218649, 0.0019682317341520633, 0.001542696279287431, 0.001932464769947718, 0.007239417909487768, 0.001837331896141208, 0.08358768547292661]
2718	5656.0	4596.0	['3110035E14Rik', 'Adgrl2', 'Aldoc', 'Arpp21', 'Bcl11b', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Grin3a', 'Kit', 'Neurod6', 'Nov', 'Pde1a', 'Penk', 'Pnoc', 'Prkca', 'Pvrl3', 'Rgs4', 'Scg2', 'Thsd7a', 'Wfs1']	[3.007181490451124, 0.0016998560355082043, 0.2834638781588374, 1.0068077377603617, 0.9984491531955847, 1.8764573075818602, 2.430982665124811, 0.005916119844249985, 1.168242546348722, 1.0034273116890509, 0.960674242450014, 0.011342420214165809, 11.11427982295808, 0.0017277410609090411, 2.9291675803566646, 0.014303624690769273, 0.8581266906611794, 3.4290475270384904, 0.9920271384699796, 0.019405055755310565, 0.002424998747953146, 0.0015454483159152868, 0.5979483826527269]	['PC.CA1.2', 'PC.CA1.3']	[0.011300004162503317, 0.9884410028338017]
2719	5643.0	3367.0	['3110035E14Rik', 'Aldoc', 'Cplx2', 'Hapln1', 'Id2', 'Npy', 'Nrsn1', 'Pde1a', 'Sulf2']	[0.0040451627298382555, 0.9926965805784524, 0.016467076824842723, 0.9938167840008897, 1.024768048346054, 0.10683351916827531, 0.17510415856100045, 0.9596245624038752, 0.011348212908177332]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.023481020892762914, 0.03862456513713976, 0.01919251854532132, 0.017836728377401693, 0.02514721034884446, 0.009490604156270946, 0.004901907250741041, 0.0011050948562090655, 0.017431944427726026, 0.01202680116299562, 0.00815997483417133, 0.8194621105892382]
2720	5651.0	3888.0	['Cck', 'Col25a1', 'Cplx2', 'Cux2', 'Cxcl14', 'Gad1', 'Hapln1', 'Id2', 'Lamp5', 'Nos1', 'Npy', 'Nrsn1', 'Prkca', 'Rgs4', 'Slc6a1', 'Yjefn3']	[0.9983554512295961, 0.997197756591498, 2.0332567753128123, 0.9952079648840105, 0.9800055717349013, 9.96063681921403, 0.9985492218273372, 1.9971953871266857, 0.9990015308935516, 0.9963008920306059, 4.995388999508585, 0.9979920558441564, 0.9986587518747913, 0.9949687159976834, 3.993964137379353, 0.9897858170138039]	['Cacna2d1.Lhx6.Reln', 'Cacna2d1.Lhx6.Vwa5a', 'Cacna2d1.Ndnf.Npy', 'Cacna2d1.Ndnf.Rgs10', 'Ntng1.Rgs10', 'Pvalb.C1ql1.Npy', 'Sst.Cryab']	[0.3648720617850936, 0.5618757866040448, 0.023236810362025836, 0.039413411098879816, 0.0016839687422043276, 0.0051682315120370964, 0.002616143130705185]
2721	5663.0	5093.0	['Calb1', 'Calb2', 'Cplx2', 'Crym', 'Cux2', 'Gabrd', 'Gad1', 'Grin3a', 'Htr3a', 'Kctd12', 'Neurod6', 'Npy', 'Plcxd2', 'Plp1', 'Pvalb', 'Rab3c', 'Reln', 'Satb1', 'Scg2', 'Serpini1', 'Sst', 'Trp53i11']	[0.6869586258264403, 0.4122655396518716, 0.36569836946012374, 2.805821538083918, 0.9947700130754786, 0.9889596295827834, 3.8768062620043193, 0.9921868430382615, 0.6142246732484452, 0.9936220126985804, 0.03389160879634127, 3.9935339246313406, 0.9858159537492388, 0.995990447549525, 0.09645822531342142, 0.9524052190103095, 1.9859704141098722, 1.9995997705973676, 0.9344834009544218, 0.9932268572174727, 41.65116258345652, 0.9811902809936383]	['Sst.Erbb4.Rgs10', 'Sst.Npy.Cort', 'Sst.Npy.Mgat4c', 'Sst.Npy.Serpine2', 'Sst.Npy.Zbtb20', 'Sst.Pnoc.Calb1.Pvalb', 'Sst.Pnoc.Pvalb']	[0.0015270305638211623, 0.016359319352785843, 0.3496042981460868, 0.5517616225447203, 0.07273436936197808, 0.004913128805586054, 0.0029222884396567198]
2722	5659.0	4648.0	['3110035E14Rik', 'Adgrl2', 'Aldoc', 'Cck', 'Cplx2', 'Enc1', 'Fam19a1', 'Htr3a', 'Neurod6', 'Nrn1', 'Pcp4', 'Pde1a', 'Penk', 'Prkca', 'Rgs4', 'Rorb', 'Satb1', 'Sema3c', 'Slc6a1', 'Snca', 'Thsd7a', 'Wfs1']	[2.864395310628484, 0.4736983306631405, 0.0014480817854215743, 0.05562371624029301, 1.9615889618700206, 4.085321649721997, 0.9930703720115661, 0.9759492067788885, 7.587354074288624, 1.965103183236673, 0.02380814900313482, 0.9348294421881667, 0.016427621660391224, 0.1470731381226818, 1.0216782819369419, 0.0022195945596874796, 0.949620901195456, 0.059020014986194455, 0.0018128607709096596, 0.005318633589924208, 0.07114689098601984, 3.707824676005179]	['PC.CA1.2', 'PC.CA1.3']	[0.016931098518538173, 0.9829815106627524]
2723	5668.0	4676.0	['3110035E14Rik', 'Adgrl2', 'Cadps2', 'Cck', 'Cplx2', 'Cpne5', 'Crym', 'Enc1', 'Htr3a', 'Neurod6', 'Nrn1', 'Pde1a', 'Prkca', 'Rgs4', 'Rorb', 'Scg2', 'Sema3c', 'Snca', 'Wfs1']	[1.6196722250549176, 0.13668164679501543, 0.9874052993766534, 0.009736199998945497, 0.9890101641941172, 0.9492259179054766, 0.004555962696327215, 1.0724018969663627, 0.057378675349170606, 6.644882411083028, 0.009376792154278687, 1.1587760315909454, 0.01044530377067766, 0.35637720792301253, 0.017327480101245494, 0.9826240084831492, 0.02037449229080907, 0.9950197776352867, 4.807644754609263]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3']	[0.002328615761258071, 0.10613935179842417, 0.8915263674268966]
2724	5676.0	4994.0	['Cplx2', 'Id2', 'Npy', 'Nrn1', 'Nrsn1', 'Sst']	[0.07113702238686931, 0.054233710901024905, 0.984518128134825, 0.0010101552969618744, 0.0038202504738721397, 0.04948022464095172]	['Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0036285400972215754, 0.0050060458093409066, 0.007699949164968422, 0.008417958535223669, 0.006480746776286868, 0.9655252215282447]
2725	5671.0	3556.0	['Cplx2', 'Pcp4']	[1.6685577266706528, 0.4021291069358835]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Vip', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.006106117836786925, 0.0017200249850491845, 0.0017999531255207465, 0.0010328129178261993, 0.004067998701683393, 0.0012293766544511798, 0.0017577038298115086, 0.0038680393316559776, 0.001782832867527864, 0.0017995700949943658, 0.005583220707721066, 0.008346731276399056, 0.007917912036608125, 0.010416637934734789, 0.005112627193605891, 0.001197237142827803, 0.00846677349819821, 0.9253612405902949]
2726	5681.0	5189.0	['Aldoc', 'Cryab', 'Enpp2', 'Plp1']	[0.9680611834399823, 1.0152048011157886, 0.9965815027511395, 14.994345912824683]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.14638322135170556, 0.14993657762339307, 0.00824792070484382, 0.028283841722453205, 0.29152872524285334, 0.3756197091181295]
2727	5679.0	5026.0	['3110035E14Rik', 'Adgrl2', 'Cdh13', 'Id2', 'Neurod6', 'Npy', 'Nrn1', 'Nrsn1', 'Reln', 'Sst']	[1.5345770446430174, 0.13359839144109562, 0.5255349830669728, 0.9088383227456628, 0.22282898086629976, 0.6332838076669863, 1.9904451407899857, 0.9872454408044493, 0.6321146753409319, 1.1057763280109933]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'PC.CA1.2', 'Pvalb.Tac1.Nr4a2', 'Sst.Erbb4.Crh', 'Sst.Erbb4.Th', 'Vsmc', 'Zero']	[0.004046173786784026, 0.003807981410583422, 0.003321418139844572, 0.0034123876729061, 0.002904376123577438, 0.0011657021935157468, 0.01035748360148486, 0.006083968016180193, 0.018444252640794936, 0.012596634462632584, 0.006867030377159487, 0.004851894334233821, 0.0015681567510262477, 0.002499316842778435, 0.003772043742354975, 0.009569692272468445, 0.8997071406637579]
2728	5681.0	3687.0	['3110035E14Rik', 'Cplx2', 'Cryab', 'Enpp2', 'Id2', 'Plp1', 'Reln', 'Rorb', 'Sst']	[0.9918473268753369, 1.7143943261611747, 6.902774931279603, 0.9970312928087981, 0.04975077789963293, 9.834429633849995, 0.9896214497520803, 0.004439115012703186, 0.19987266034509618]	['Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.09621555997727717, 0.05651878194151743, 0.10554642112455453, 0.3877875487820329, 0.35372379947106763]
2729	5682.0	4745.0	['3110035E14Rik', 'Arpp21', 'Cadps2', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Gad1', 'Neurod6', 'Npy', 'Npy2r', 'Nrn1', 'Nrsn1', 'Pcp4', 'Pde1a', 'Prkca', 'Pvalb', 'Rgs4', 'Serpini1', 'Snca', 'Sulf2', 'Wfs1']	[0.01192268131635768, 0.1021915277102615, 0.9709806870333777, 0.001986156321946075, 0.0712131020775372, 2.990273148442399, 0.9774835081995938, 0.0361451012942622, 2.354228598091697, 0.956351434397948, 0.07869665008038834, 2.9814496002036055, 0.6601103169104925, 1.991078812425374, 1.9856735204974247, 2.7456086597829, 1.4327950246070518, 0.06272133584819653, 0.21986908404108013, 1.9982218796953568, 1.9847737035149366, 0.9280472508142418]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.0011813611601550079, 0.11616040865905713, 0.06520962060497647, 0.41107520258218166, 0.4063733673163651]
2730	5673.0	4561.0	['3110035E14Rik', 'Aldoc', 'Arpp21', 'Cplx2', 'Enc1', 'Fam19a1', 'Grin3a', 'Neurod6', 'Nov', 'Npy', 'Pde1a', 'Prkca', 'Pthlh', 'Scg2', 'Snca', 'Wfs1']	[0.3590773330951568, 0.0012458790704036563, 0.9980333029912317, 2.0697878786689126, 1.0264025462176534, 1.0057888996289563, 0.0544095155576447, 2.4327276441378474, 1.8405958649194247, 0.0074562248505059756, 1.0673763311306323, 1.002154567529256, 0.0054992899633061814, 0.6910825349473219, 0.9785531272552802, 1.0705025413742717]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.01704285899425652, 0.17465324378897934, 0.7510856637122981, 0.008637207363124568, 0.04843120274364416]
2731	5681.0	4616.0	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Cck', 'Cplx2', 'Cpne5', 'Enc1', 'Fam19a1', 'Kit', 'Lamp5', 'Neurod6', 'Nov', 'Nrn1', 'Pde1a', 'Penk', 'Prkca', 'Rgs4', 'Scg2', 'Serpini1', 'Snca', 'Thsd7a', 'Wfs1']	[1.0122509547059497, 0.0029575517431544643, 0.0010333274924588666, 0.0017022154467027227, 0.03188337423649209, 0.016565359796688658, 1.020001990011911, 0.013452125000923555, 0.9788516468686927, 0.002996182427361263, 6.187916954353568, 0.015905954082106696, 0.002620912786175302, 0.969389779120935, 0.9066479733194724, 2.1731871285986624, 1.9275587536187302, 0.9953241736490982, 0.9802975470989322, 3.9437117630994565, 0.7901279499337128, 3.4707894549053484]	['PC.CA1.2', 'PC.CA1.3']	[0.017069392943662456, 0.9822471609238019]
2732	5682.0	3755.0	['6330403K07Rik', 'Aldoc', 'Cplx2', 'Id2', 'Plp1', 'Rgs10']	[0.9359900480182215, 0.9669946988255717, 2.0018932350478713, 0.8899542463183502, 0.0042853990170116955, 0.0018065418884975386]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Cryab', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Pvalb.Tac1.Nr4a2', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.09388566280169501, 0.04440167229540819, 0.1326498567445433, 0.039424012733870285, 0.0579604381009048, 0.006816480447378928, 0.0050325552401583725, 0.010174646635129967, 0.00241830869316225, 0.023089582728882063, 0.011514488521503377, 0.01585718136765518, 0.0063949152925633565, 0.004997223261805982, 0.0010659573297567974, 0.008754265640684987, 0.0075938985163258544, 0.005414501282755523, 0.0014074117461594668, 0.006825452624668347, 0.006107421675612019, 0.5051995917744339]
2733	5694.0	4577.0	['3110035E14Rik', '6330403K07Rik', 'Adgrl2', 'Arpp21', 'Cck', 'Cnr1', 'Cplx2', 'Cpne5', 'Enc1', 'Fam19a1', 'Gda', 'Neurod6', 'Nov', 'Npy', 'Pde1a', 'Prkca', 'Pthlh', 'Rgs4', 'Snca', 'Sulf2', 'Wfs1']	[1.422492090887768, 0.9841410657474161, 0.9959973397085251, 0.9987681663933248, 1.8096704469978278, 0.044671694259919126, 0.9484711627569328, 0.9842712647712596, 0.0011367945231393179, 3.0845241802002326, 0.01730502022256938, 6.889852046698979, 1.0037062032554025, 1.9619261210415322, 0.306477877003663, 0.5066893001610896, 0.9863282178315316, 0.2203393188491867, 0.05430394406292375, 0.9918653708489973, 2.173574034067224]	['PC.CA1.2', 'PC.CA1.3']	[0.07754594607346063, 0.9217451732370725]
2734	5692.0	4687.0	['3110035E14Rik', 'Adgrl2', 'Arpp21', 'Cadps2', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Htr3a', 'Id2', 'Neurod6', 'Nrn1', 'Prkca', 'Reln', 'Rgs12', 'Rgs4', 'Scg2', 'Serpini1', 'Snca', 'Wfs1']	[1.0750184818367077, 0.9181888843043512, 0.003559383241473088, 0.037552217370276426, 4.022195372148252, 0.04589501465548027, 0.004701634012690073, 0.03842423577312291, 0.9358402775063288, 1.034135499028692, 0.004889314752623126, 4.471926973674397, 0.018001259991440224, 3.9536644317182414, 0.0025567052449568424, 0.01167713121818069, 0.3653052024724022, 0.0029275442127965263, 0.02133857505549579, 0.0035574020229769223, 6.871983500319337]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3']	[0.0018357784584565773, 0.035606182222929265, 0.9625580060021355]
2735	5695.0	5277.0	['6330403K07Rik', 'Cryab', 'Enc1', 'Enpp2', 'Gad1', 'Npy', 'Plp1', 'Sulf2']	[0.5631612182667486, 0.9180375081812279, 1.9798254884279205, 1.0046377515988814, 0.012760028736823262, 0.014513901376767453, 8.540523467206564, 0.04926888931655326]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.45032786695119686, 0.05843199823986971, 0.0074801015192947976, 0.02335562407731614, 0.19841811066821297, 0.2619732226567655]
2736	5694.0	4055.0	['Cplx2', 'Neurod6']	[0.00546701187577854, 0.05909613207725843]	['Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0013432388613708423, 0.0041669423539611745, 0.006003907600030798, 0.007333110336807441, 0.008888105569046803, 0.0068378608936588954, 0.9613232920212235]
2737	5707.0	4707.0	['3110035E14Rik', 'Arpp21', 'Cadps2', 'Cck', 'Cplx2', 'Crym', 'Cxcl14', 'Enc1', 'Fam19a1', 'Htr3a', 'Neurod6', 'Nrn1', 'Nrsn1', 'Prkca', 'Pvalb', 'Reln', 'Rgs12', 'Rgs4', 'Scg2', 'Serpini1', 'Slc6a1', 'Wfs1']	[3.4621963946644354, 0.994357379395, 0.9591748718141404, 1.0194748292486087, 0.9499825042722383, 0.9962079650662501, 0.9882098084951433, 2.027305601186533, 0.046044752050124364, 0.9306144240374604, 1.8455082669453258, 0.002099955751818044, 0.08275484265467901, 1.079172843299886, 0.02557402992637037, 0.9745455561937233, 0.9756071688738355, 0.002555448272331904, 1.9013059956033447, 0.2620759714523739, 0.9925076939151247, 1.9247228496685567]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other2']	[0.00744418586727215, 0.2739751205883861, 0.7138048798280765, 0.0038796956389285002]
2738	5718.0	5210.0	['Cryab', 'Enpp2', 'Id2', 'Plp1', 'Satb1', 'Sst']	[6.53436897127163, 0.9901395380851307, 1.953738621971095, 15.640260005815705, 0.9769147362583382, 0.9889695750694116]	['Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.08236487915049386, 0.08732023142022184, 0.13511981079827662, 0.4978457323650301, 0.19715913501221405]
2739	5710.0	3674.0	['Aldoc', 'Cplx2', 'Cryab', 'Id2', 'Neurod6', 'Rorb', 'Wfs1']	[0.9962140897291667, 0.6900568356286237, 0.005562756314340994, 1.0705794786975646, 0.9888035215330742, 0.9877380120158423, 0.012834217802881584]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Vsmc', 'Zero']	[0.04733959755505197, 0.05050099277192913, 0.03811675416972681, 0.029967791129020017, 0.03767853326988428, 0.007899486991494875, 0.004859556190480228, 0.0010642051275660937, 0.014716811473507892, 0.011169990921649239, 0.0011777010301104673, 0.007206811022434126, 0.745400197727204]
2740	5715.0	4650.0	['3110035E14Rik', 'Adgrl2', 'Aldoc', 'Arpp21', 'Cadps2', 'Cck', 'Cplx2', 'Crym', 'Cxcl14', 'Enc1', 'Fam19a1', 'Htr3a', 'Id2', 'Lamp5', 'Neurod6', 'Nov', 'Nrn1', 'Nrsn1', 'Pcp4', 'Pde1a', 'Prkca', 'Rgs4', 'Satb1', 'Scg2', 'Snca', 'Wfs1']	[4.847911814601535, 0.02027622555117793, 0.9751992127329215, 0.9939998586687283, 0.9902874054404924, 1.9493514715612377, 2.995884995746767, 1.9717981133273956, 0.9834588285227258, 4.936552752387539, 1.9925190431672235, 0.8462169841720142, 0.92481081084533, 0.004547932650116851, 6.905782405036966, 0.9926771014422907, 1.9355381953356514, 0.9947048802124505, 0.9926635439311898, 1.0834439543197543, 4.008331116961019, 3.076772898133791, 1.002964926169954, 0.9747897829605207, 0.9968398296867407, 6.93796675972502]	['PC.CA1.3', 'PC.Other2']	[0.9969340776641684, 0.002713469488241938]
